# file...... Load671Power.csv
# date...... Mon Aug 20 21:10:59 2018
# user...... xinyuehu
# host...... (null)
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,l671:constant_power_A,l671:constant_power_B,l671:constant_power_C,l6711:constant_power_A,l6711:constant_power_B,l6711:constant_power_C
2000-03-08 14:01:00 EST,+317793+186937j,+11841.5+6817.85j,+864.582+502.492j,+44471.3+17421.7j,+96588.1+85224.8j,+290968+212708j
2000-03-08 15:01:00 EST,+322043+189437j,+12072.1+6950.57j,+874.957+508.522j,+46346.5+18156.4j,+99956.4+88196.8j,+301815+220637j
2000-03-08 16:01:00 EST,+330955+194680j,+13472.5+7756.9j,+918.186+533.647j,+49923.8+19557.8j,+108714+95924.6j,+324521+237236j
2000-03-08 17:01:00 EST,+343829+202252j,+15252.6+8781.77j,+1037.5+602.99j,+55719+21828j,+122913+108453j,+348594+254834j
2000-03-08 18:01:00 EST,+361802+212825j,+16510.9+9506.27j,+1179.29+685.399j,+63791.6+24990.5j,+142634+125854j,+371003+271216j
2000-03-08 19:01:00 EST,+368927+217016j,+17138.3+9867.52j,+1148.16+667.309j,+66311.2+25977.6j,+150822+133079j,+383716+280509j
2000-03-08 20:01:00 EST,+359156+211268j,+18753.7+10797.6j,+1123.96+653.24j,+64475+25258.3j,+149386+131811j,+432097+315878j
2000-03-08 21:01:00 EST,+342164+201273j,+16949.4+9758.75j,+1075.54+625.1j,+61044.8+23914.5j,+141328+124701j,+401329+293386j
2000-03-08 22:01:00 EST,+317199+186587j,+14247.3+8202.98j,+933.748+542.691j,+57450.8+22506.5j,+132223+116668j,+369756+270305j
2000-03-08 23:01:00 EST,+294745+173380j,+12689.1+7305.84j,+821.353+477.367j,+53285.1+20874.6j,+120665+106469j,+346724+253467j
2000-03-09 00:01:00 EST,+293792+172819j,+12267.9+7063.34j,+824.811+479.377j,+51949.9+20351.5j,+114859+101346j,+339011+247829j
2000-03-09 01:01:00 EST,+291491+171465j,+12425.6+7154.15j,+750.457+436.163j,+52847.4+20703.1j,+113395+100054j,+343978+251460j
2000-03-09 02:01:00 EST,+292642+172142j,+12614.6+7262.93j,+762.561+443.198j,+54899.6+21507.1j,+114527+101053j,+353694+258563j
2000-03-09 03:01:00 EST,+293989+172934j,+13212.5+7607.21j,+810.978+471.338j,+57435.9+22500.7j,+117353+103546j,+369918+270423j
2000-03-09 04:01:00 EST,+303799+178705j,+14569.7+8388.59j,+828.269+481.387j,+61374.5+24043.6j,+125223+110491j,+387321+283145j
2000-03-09 05:01:00 EST,+330883+194637j,+16639.2+9580.12j,+876.686+509.527j,+66406.1+26014.8j,+140727+124171j,+424406+310256j
2000-03-09 06:01:00 EST,+368766+216921j,+19169.7+11037.1j,+1034.04+600.98j,+76158.5+29835.3j,+167758+148022j,+487683+356513j
2000-03-09 07:01:00 EST,+375950+221147j,+17173+9887.48j,+1148.16+667.309j,+73847.5+28929.9j,+157946+139364j,+440534+322046j
2000-03-09 08:01:00 EST,+354912+208772j,+16729.3+9632.01j,+1021.94+593.946j,+61387.5+24048.7j,+130482+115131j,+427603+312593j
2000-03-09 09:01:00 EST,+360180+211871j,+13814+7953.49j,+990.811+575.856j,+53702.2+21038j,+114244+100803j,+362211+264789j
2000-03-09 10:01:00 EST,+336818+198128j,+12117.1+6976.52j,+951.04+552.741j,+49013.2+19201j,+101943+89950.1j,+324763+237413j
2000-03-09 11:01:00 EST,+327813+192831j,+11668.2+6718.06j,+900.894+523.597j,+46853+18354.8j,+96964.5+85556.9j,+307614+224877j
2000-03-09 12:01:00 EST,+325634+191549j,+10971.4+6316.89j,+876.686+509.527j,+45218+17714.3j,+94493.1+83376.2j,+300145+219417j
2000-03-09 13:01:00 EST,+316552+186207j,+10572.8+6087.37j,+845.561+491.437j,+43622.1+17089.1j,+94511.1+83392.1j,+293128+214287j
2000-03-09 14:01:00 EST,+296907+174651j,+11153.4+6421.67j,+831.728+483.397j,+42718.9+16735.2j,+91561.2+80789.3j,+282968+206859j
2000-03-09 15:01:00 EST,+307712+181007j,+11241.8+6472.57j,+798.874+464.303j,+42916.3+16812.6j,+93300.8+82324.3j,+287117+209893j
2000-03-09 16:01:00 EST,+314182+184813j,+12382.3+7129.2j,+881.873+512.542j,+45426.6+17796j,+103212+91069.6j,+302980+221489j
2000-03-09 17:01:00 EST,+331333+194902j,+14399.8+8290.79j,+1063.44+618.065j,+51840+20308.4j,+117272+103475j,+333615+243884j
2000-03-09 18:01:00 EST,+356249+209559j,+16973.7+9772.72j,+1118.77+650.225j,+61817.7+24217.2j,+133038+117386j,+387891+283562j
2000-03-09 19:01:00 EST,+354984+208814j,+18386.3+10586j,+1096.29+637.16j,+65560.7+25683.6j,+138597+122291j,+410263+299916j
2000-03-09 20:01:00 EST,+345112+203007j,+17705.1+10193.8j,+1091.1+634.145j,+64396.8+25227.6j,+138144+121892j,+405324+296306j
2000-03-09 21:01:00 EST,+330850+194618j,+16018.6+9222.86j,+1072.08+623.09j,+61767.4+24197.5j,+130389+115049j,+381651+279000j
2000-03-09 22:01:00 EST,+309769+182217j,+13472.5+7756.9j,+902.623+524.602j,+59545.8+23327.2j,+121738+107416j,+354440+259108j
2000-03-09 23:01:00 EST,+290289+170758j,+11578.1+6666.16j,+802.332+466.313j,+55908.9+21902.5j,+111844+98686.2j,+325376+237861j
2000-03-10 00:01:00 EST,+288522+169719j,+11108.4+6395.73j,+774.665+450.233j,+54188.2+21228.4j,+107662+94995.6j,+314476+229893j
2000-03-10 01:01:00 EST,+287078+168869j,+11143+6415.68j,+741.811+431.138j,+54925.7+21517.3j,+108298+95556.7j,+318025+232487j
2000-03-10 02:01:00 EST,+289327+170192j,+11503.5+6623.25j,+741.811+431.138j,+55841.9+21876.2j,+108379+95628.1j,+325756+238139j
2000-03-10 03:01:00 EST,+292254+171914j,+12358+7115.23j,+774.665+450.233j,+57996.4+22720.2j,+109994+97053.3j,+335372+245169j
2000-03-10 04:01:00 EST,+308007+181181j,+13640.6+7853.7j,+824.811+479.377j,+60949.9+23877.3j,+116664+102939j,+353880+258698j
2000-03-10 05:01:00 EST,+329812+194007j,+15301.1+8809.72j,+862.853+501.487j,+64841.9+25402j,+132057+116521j,+390744+285647j
2000-03-10 06:01:00 EST,+366819+215776j,+18401.9+10595j,+1001.19+581.886j,+74285.1+29101.4j,+157691+139139j,+453994+331885j
2000-03-10 07:01:00 EST,+386752+227501j,+16254.4+9358.58j,+1053.06+612.035j,+75093.3+29418j,+152528+134583j,+416861+304740j
2000-03-10 08:01:00 EST,+354169+208335j,+15301.1+8809.72j,+1023.66+594.951j,+69679.9+27297.3j,+131483+116014j,+411706+300971j
2000-03-10 09:01:00 EST,+340783+200461j,+13505.4+7775.86j,+940.665+546.711j,+67411.7+26408.7j,+120213+106070j,+382967+279962j
2000-03-10 10:01:00 EST,+328181+193048j,+12311.2+7088.29j,+885.332+514.552j,+66223.6+25943.3j,+111961+98789.4j,+363232+265535j
2000-03-10 11:01:00 EST,+327866+192862j,+11855.4+6825.83j,+890.519+517.567j,+65827+25787.9j,+109704+96797.9j,+365232+266997j
2000-03-10 12:01:00 EST,+319884+188167j,+12254+7055.36j,+902.623+524.602j,+64415.4+25234.9j,+108962+96142.9j,+363887+266014j
2000-03-10 13:01:00 EST,+316659+186270j,+12007.9+6913.65j,+854.207+496.462j,+64007.6+25075.1j,+110444+97450.3j,+362092+264702j
2000-03-10 14:01:00 EST,+312234+183667j,+11822.5+6806.87j,+836.915+486.412j,+61597.9+24131.1j,+112272+99063.3j,+350630+256323j
2000-03-10 15:01:00 EST,+310882+182872j,+12264.4+7061.34j,+838.644+487.417j,+61867.9+24236.9j,+117116+103337j,+351749+257140j
2000-03-10 16:01:00 EST,+307195+180703j,+13311.3+7664.09j,+855.936+497.467j,+62419.2+24452.9j,+125593+110818j,+366551+267962j
2000-03-10 17:01:00 EST,+329547+193851j,+14666.7+8444.47j,+971.79+564.801j,+66426.6+26022.8j,+135565+119616j,+377251+275784j
2000-03-10 18:01:00 EST,+351059+206505j,+16523+9513.26j,+1061.71+617.06j,+72201.3+28285j,+148435+130972j,+390775+285670j
2000-03-10 19:01:00 EST,+360464+212038j,+17623.6+10146.9j,+1130.87+657.26j,+72657.5+28463.8j,+153946+135835j,+406412+297101j
2000-03-10 20:01:00 EST,+357134+210079j,+17892.3+10301.6j,+1113.58+647.21j,+70426.6+27589.8j,+151955+134078j,+425490+311048j
2000-03-10 21:01:00 EST,+341724+201014j,+18946.1+10908.4j,+999.457+580.881j,+66432.2+26025j,+146916+129632j,+439595+321359j
2000-03-10 22:01:00 EST,+319245+187791j,+15483.1+8914.5j,+906.082+526.612j,+62763.7+24587.8j,+138626+122317j,+395124+288850j
2000-03-10 23:01:00 EST,+299307+176063j,+13723.8+7901.6j,+824.811+479.377j,+58277.6+22830.4j,+128561+113436j,+365657+267308j
2000-03-11 00:01:00 EST,+295406+173768j,+13226.4+7615.2j,+826.54+480.382j,+56197.5+22015.5j,+124806+110123j,+356111+260330j
2000-03-11 01:01:00 EST,+295880+174047j,+13477.7+7759.9j,+798.874+464.303j,+55778.5+21851.4j,+125580+110806j,+358299+261929j
2000-03-11 02:01:00 EST,+302206+177768j,+13814+7953.49j,+842.103+489.427j,+57033.7+22343.1j,+129656+114402j,+369692+270257j
2000-03-11 03:01:00 EST,+303685+178638j,+14422.3+8303.77j,+855.936+497.467j,+58525.3+22927.4j,+134279+118482j,+382490+279614j
2000-03-11 04:01:00 EST,+319131+187724j,+15984+9202.9j,+890.519+517.567j,+61713.4+24176.4j,+142529+125761j,+405955+296767j
2000-03-11 05:01:00 EST,+347811+204595j,+17959.9+10340.5j,+968.332+562.791j,+66171.5+25922.9j,+157213+138717j,+443276+324050j
2000-03-11 06:01:00 EST,+383125+225367j,+20746.9+11945.2j,+1136.06+660.275j,+75445.3+29555.9j,+182511+161039j,+503997+368439j
2000-03-11 07:01:00 EST,+386736+227492j,+18230.3+10496.2j,+1117.04+649.22j,+72586.8+28436.1j,+169718+149751j,+453043+331190j
2000-03-11 08:01:00 EST,+358899+211117j,+16736.2+9636j,+1025.39+595.956j,+61216.2+23981.6j,+140679+124128j,+416464+304450j
2000-03-11 09:01:00 EST,+334517+196775j,+13814+7953.49j,+964.873+560.781j,+53832.5+21089j,+120539+106358j,+364126+266189j
2000-03-11 10:01:00 EST,+321308+189005j,+11853.7+6824.84j,+861.124+500.482j,+48394.9+18958.8j,+105744+93303.2j,+318677+232964j
2000-03-11 11:01:00 EST,+307502+180883j,+10933.3+6294.94j,+835.186+485.407j,+44637+17486.7j,+96526.6+85170.6j,+293934+214876j
2000-03-11 12:01:00 EST,+294476+173221j,+10042.4+5782j,+788.499+458.273j,+41178.9+16131.9j,+89263.7+78762.1j,+270815+197975j
2000-03-11 13:01:00 EST,+287833+169313j,+9276.33+5340.92j,+783.311+455.258j,+38681.7+15153.6j,+83864.9+73998.4j,+259561+189748j
2000-03-11 14:01:00 EST,+280779+165164j,+8784.09+5057.5j,+798.874+464.303j,+36363.2+14245.4j,+79218.9+69899j,+249446+182354j
2000-03-11 15:01:00 EST,+274788+161640j,+8915.81+5133.35j,+757.374+440.183j,+36018.7+14110.4j,+79157.4+69844.7j,+244975+179085j
2000-03-11 16:01:00 EST,+279474+164396j,+9917.63+5710.15j,+798.874+464.303j,+36899.5+14455.5j,+83588.9+73754.9j,+253528+185337j
2000-03-11 17:01:00 EST,+288607+169769j,+11025.2+6347.83j,+887.061+515.557j,+41966.6+16440.5j,+91963.1+81143.9j,+270350+197635j
2000-03-11 18:01:00 EST,+311260+183094j,+13968.2+8042.31j,+1037.5+602.99j,+50726.4+19872.2j,+109571+96680.1j,+323708+236642j
2000-03-11 19:01:00 EST,+323131+190077j,+15715.3+9048.22j,+1087.64+632.135j,+55862.3+21884.2j,+122985+108517j,+356299+260467j
2000-03-11 20:01:00 EST,+316833+186372j,+14994.3+8633.08j,+1004.64+583.896j,+55581.1+21774.1j,+122586+108165j,+351857+257220j
2000-03-11 21:01:00 EST,+297752+175148j,+13531.4+7790.83j,+964.873+560.781j,+52992.7+20760j,+115875+102243j,+332560+243112j
2000-03-11 22:01:00 EST,+276433+162607j,+11806.9+6797.89j,+821.353+477.367j,+50095.1+19624.9j,+108211+95479.9j,+309067+225939j
2000-03-11 23:01:00 EST,+256248+150734j,+10007.8+5762.04j,+772.936+449.228j,+45674.2+17893j,+95971.7+84681j,+276506+202136j
2000-03-12 00:01:00 EST,+252842+148730j,+9200.06+5297.01j,+760.832+442.193j,+42722.6+16736.7j,+90625.4+79963.6j,+259066+189386j
2000-03-12 01:01:00 EST,+250516+147362j,+8964.34+5161.29j,+710.686+413.048j,+42126.7+16503.3j,+90300+79676.4j,+256164+187265j
2000-03-12 02:01:00 EST,+250101+147118j,+9333.52+5373.85j,+703.77+409.029j,+43283.2+16956.3j,+92315.5+81454.9j,+261111+190881j
2000-03-12 03:01:00 EST,+254541+149730j,+9600.44+5527.53j,+712.415+414.053j,+44651.9+17492.5j,+95949.3+84661.1j,+270390+197665j
2000-03-12 04:01:00 EST,+264845+155791j,+10947.2+6302.92j,+733.165+426.113j,+47685.4+18680.9j,+102522+90460.9j,+285985+209065j
2000-03-12 05:01:00 EST,+296195+174232j,+12959.5+7461.51j,+849.019+493.447j,+52013.2+20376.3j,+117854+103988j,+320692+234437j
2000-03-12 06:01:00 EST,+337089+198287j,+15928.5+9170.97j,+1030.58+598.97j,+61681.7+24164j,+143931+126998j,+384521+281098j
2000-03-12 07:01:00 EST,+347485+204403j,+15145.1+8719.9j,+1080.73+628.115j,+61152.9+23956.8j,+136279+120246j,+375294+274353j
2000-03-12 08:01:00 EST,+335294+197232j,+13016.7+7494.45j,+951.04+552.741j,+52989+20758.6j,+116087+102430j,+334273+244365j
2000-03-12 09:01:00 EST,+327304+192532j,+12098+6965.54j,+900.894+523.597j,+47843.7+18742.9j,+105699+93263.5j,+308457+225493j
2000-03-12 10:01:00 EST,+321286+188992j,+11332+6524.46j,+868.04+504.502j,+44646.3+17490.3j,+98257.3+86697.6j,+291218+212891j
2000-03-12 11:01:00 EST,+318711+187477j,+10626.5+6118.3j,+902.623+524.602j,+41584.8+16291j,+91558.2+80786.6j,+273484+199926j
2000-03-12 12:01:00 EST,+309590+182111j,+10007.8+5762.04j,+823.082+478.372j,+39190+15352.8j,+86508.8+76331.3j,+258526+188992j
2000-03-12 13:01:00 EST,+301451+177324j,+9581.38+5516.55j,+828.269+481.387j,+37888.4+14842.9j,+82995.1+73230.9j,+248233+181467j
2000-03-12 14:01:00 EST,+294247+173087j,+9210.46+5302.99j,+850.749+494.452j,+36819.5+14424.1j,+78824.5+69551j,+236587+172954j
2000-03-12 15:01:00 EST,+286222+168366j,+9238.2+5318.96j,+887.061+515.557j,+36793.4+14413.9j,+79287.9+69959.9j,+231103+168944j
2000-03-12 16:01:00 EST,+288731+169842j,+9969.62+5740.09j,+945.853+549.726j,+37545.7+14708.6j,+79736.3+70355.5j,+238730+174520j
2000-03-12 17:01:00 EST,+294433+173196j,+11115.3+6399.72j,+1039.23+603.995j,+42553.2+16670.3j,+87053.2+76811.6j,+260086+190132j
2000-03-12 18:01:00 EST,+323156+190092j,+13531.4+7790.83j,+1151.62+669.319j,+52761.8+20669.6j,+103565+91380.5j,+307442+224750j
2000-03-12 19:01:00 EST,+328769+193394j,+14916.3+8588.18j,+1189.66+691.429j,+57054.2+22351.1j,+114955+101431j,+338443+247414j
2000-03-12 20:01:00 EST,+326306+191945j,+14796.7+8519.32j,+1272.66+739.668j,+57326+22457.6j,+116345+102657j,+342326+250252j
2000-03-12 21:01:00 EST,+317431+186724j,+14389.4+8284.81j,+1227.71+713.539j,+57240.4+22424.1j,+116304+102621j,+339497+248184j
2000-03-12 22:01:00 EST,+303673+178631j,+13396.2+7712.99j,+1175.83+683.389j,+56921.9+22299.3j,+117135+103355j,+337739+246899j
2000-03-12 23:01:00 EST,+290136+170668j,+12472.4+7181.1j,+1030.58+598.97j,+54707.8+21431.9j,+110931+97880.3j,+323776+236692j
2000-03-13 00:01:00 EST,+252805+148709j,+11746.2+6762.96j,+964.873+560.781j,+53151+20822j,+107830+95143.8j,+316304+231229j
2000-03-13 01:01:00 EST,+249301+146647j,+11815.5+6802.88j,+968.332+562.791j,+53389.3+20915.4j,+107954+95253.7j,+318390+232754j
2000-03-13 02:01:00 EST,+249623+146837j,+11910.9+6857.77j,+970.061+563.796j,+54860.5+21491.7j,+111540+98417.5j,+327755+239600j
2000-03-13 03:01:00 EST,+249914+147008j,+12347.6+7109.25j,+956.228+555.756j,+56702.2+22213.2j,+116285+102604j,+340363+248817j
2000-03-13 04:01:00 EST,+252683+148637j,+13169.2+7582.26j,+982.165+570.831j,+59577.4+23339.6j,+123038+108563j,+358422+262019j
2000-03-13 05:01:00 EST,+269744+158673j,+14261.1+8210.96j,+1104.94+642.185j,+62273.9+24396j,+128599+113469j,+377611+276047j
2000-03-13 06:01:00 EST,+287243+168966j,+16114+9277.74j,+1239.81+720.574j,+68145.4+26696.1j,+142367+125618j,+414700+303160j
2000-03-13 07:01:00 EST,+300798+176940j,+17790+10242.7j,+1303.79+757.758j,+71894+28164.7j,+152435+134501j,+437667+319950j
2000-03-13 08:01:00 EST,+309267+181922j,+17452+10048.1j,+1284.77+746.703j,+71570+28037.7j,+146473+129241j,+420706+307550j
2000-03-13 09:01:00 EST,+302272+177807j,+16706.7+9619.04j,+1175.83+683.389j,+67551.4+26463.4j,+133899+118146j,+392008+286572j
2000-03-13 10:01:00 EST,+290701+171001j,+15174.6+8736.87j,+1046.14+608.015j,+62052.3+24309.1j,+120457+106286j,+357668+261468j
2000-03-13 11:01:00 EST,+277303+163120j,+13767.2+7926.55j,+964.873+560.781j,+57097+22367.9j,+109224+96374.5j,+328820+240379j
2000-03-13 12:01:00 EST,+260602+153296j,+12817.3+7379.68j,+887.061+515.557j,+53750.6+21056.9j,+99578.5+87863.4j,+302651+221248j
2000-03-13 13:01:00 EST,+249823+146955j,+11711.5+6743.01j,+838.644+487.417j,+49763.6+19495j,+92068.1+81236.6j,+279509+204331j
2000-03-13 14:01:00 EST,+242590+142700j,+10966.2+6313.9j,+824.811+479.377j,+46555.1+18238.1j,+86565.8+76381.6j,+261381+191078j
2000-03-13 15:01:00 EST,+236601+139177j,+11058.1+6366.79j,+805.79+468.323j,+44759.9+17534.8j,+84632.7+74675.9j,+256237+187318j
2000-03-13 16:01:00 EST,+240676+141574j,+11250.5+6477.56j,+833.457+484.402j,+45802.7+17943.3j,+86586.8+76400.1j,+260431+190384j
2000-03-13 17:01:00 EST,+247315+145479j,+12560.8+7231.99j,+914.728+531.637j,+49560.6+19415.5j,+93426.8+82435.4j,+280527+205075j
2000-03-13 18:01:00 EST,+271370+159629j,+14446.6+8317.74j,+1080.73+628.115j,+58372.6+22867.6j,+110421+97430.4j,+329342+240760j
2000-03-13 19:01:00 EST,+282189+165993j,+15670.3+9022.28j,+1224.25+711.529j,+62802.8+24603.1j,+123371+108857j,+359500+262807j
2000-03-13 20:01:00 EST,+276500+162647j,+15510.8+8930.47j,+1208.69+702.484j,+64011.3+25076.6j,+126082+111249j,+364137+266197j
2000-03-13 21:01:00 EST,+271316+159598j,+15264.7+8788.76j,+1118.77+650.225j,+63679.9+24946.8j,+125265+110528j,+361919+264575j
2000-03-13 22:01:00 EST,+260761+153389j,+14385.9+8282.81j,+994.269+577.866j,+63411.7+24841.7j,+126465+111586j,+359286+262650j
2000-03-13 23:01:00 EST,+246498+144999j,+13209.1+7605.22j,+902.623+524.602j,+60838.1+23833.5j,+120213+106070j,+345525+252590j
2000-03-14 00:01:00 EST,+232326+136662j,+12696+7309.83j,+855.936+497.467j,+59793.4+23424.2j,+115844+102215j,+335015+244908j
2000-03-14 01:01:00 EST,+234548+137969j,+12586.8+7246.96j,+843.832+490.432j,+59208.7+23195.2j,+114985+101457j,+334696+244674j
2000-03-14 02:01:00 EST,+235334+138432j,+12734.2+7331.78j,+829.999+482.392j,+60298.1+23621.9j,+115234+101677j,+340268+248747j
2000-03-14 03:01:00 EST,+236822+139307j,+13028.8+7501.43j,+835.186+485.407j,+62115.6+24334j,+115508+101919j,+347318+253902j
2000-03-14 04:01:00 EST,+242071+142395j,+13411.8+7721.97j,+871.499+506.512j,+63545.8+24894.2j,+118105+104211j,+355874+260156j
2000-03-14 05:01:00 EST,+247775+145750j,+14009.8+8066.26j,+916.457+532.642j,+64542.1+25284.5j,+118017+104133j,+360337+263419j
2000-03-14 06:01:00 EST,+261033+153549j,+15259.5+8785.77j,+1008.1+585.906j,+68488.1+26830.4j,+127095+112142j,+381564+278936j
2000-03-14 07:01:00 EST,+276390+162582j,+17058.6+9821.62j,+1222.52+710.524j,+73380.1+28746.8j,+139389+122990j,+408923+298937j
2000-03-14 08:01:00 EST,+292442+172025j,+18450.4+10623j,+1331.46+773.838j,+72955.5+28580.5j,+145014+127954j,+421166+307887j
2000-03-14 09:01:00 EST,+298629+175664j,+18557.9+10684.8j,+1229.44+714.544j,+68337.2+26771.3j,+136118+120104j,+411960+301157j
2000-03-14 10:01:00 EST,+291844+171673j,+17296.1+9958.33j,+1020.21+592.941j,+62949.9+24660.8j,+117714+103865j,+383491+280345j
2000-03-14 11:01:00 EST,+274638+161552j,+15500.4+8924.48j,+912.998+530.632j,+54679.8+21421j,+102891+90786.4j,+341399+249575j
2000-03-14 12:01:00 EST,+263833+155196j,+14006.4+8064.26j,+904.353+525.607j,+49335.3+19327.2j,+95899.8+84617.4j,+304396+222524j
2000-03-14 13:01:00 EST,+253207+148945j,+13160.5+7577.27j,+783.311+455.258j,+45059.7+17652.3j,+89908.6+79331.1j,+282969+206860j
2000-03-14 14:01:00 EST,+244715+143950j,+12344.2+7107.25j,+793.686+461.288j,+42218+16539j,+85225.1+75198.6j,+266357+194716j
2000-03-14 15:01:00 EST,+236310+139006j,+12105+6969.54j,+767.749+446.213j,+40348.3+15806.6j,+82126.7+72464.8j,+256983+187863j
2000-03-14 16:01:00 EST,+242260+142506j,+12306+7085.3j,+847.29+492.442j,+40901.4+16023.2j,+83176.5+73391j,+260438+190389j
2000-03-14 17:01:00 EST,+256144+150673j,+13619.8+7841.73j,+949.311+551.736j,+45661.2+17887.9j,+90574.4+79918.6j,+280762+205247j
2000-03-14 18:01:00 EST,+266677+156869j,+15302.8+8810.71j,+1016.75+590.931j,+51873.5+20321.6j,+105535+93119.3j,+321320+234896j
2000-03-14 19:01:00 EST,+274052+161207j,+15888.7+9148.01j,+1037.5+602.99j,+55046.7+21564.7j,+117752+103898j,+341267+249478j
2000-03-14 20:01:00 EST,+260880+153459j,+15020.3+8648.05j,+1034.04+600.98j,+52935+20737.4j,+116100+102442j,+330391+241527j
2000-03-14 21:01:00 EST,+246961+145271j,+13125.9+7557.32j,+850.749+494.452j,+48769.2+19105.5j,+106165+93675j,+301082+220101j
2000-03-14 22:01:00 EST,+227332+133725j,+11370.1+6546.41j,+748.728+435.158j,+44875.3+17580j,+97234.5+85795.1j,+271511+198484j
2000-03-14 23:01:00 EST,+209519+123246j,+9352.59+5384.82j,+665.728+386.919j,+40169.6+15736.5j,+84163.3+74261.7j,+238342+174237j
2000-03-15 00:01:00 EST,+196973+115866j,+8274.51+4764.11j,+610.395+354.759j,+36508.5+14302.3j,+76759.4+67728.9j,+217802+159221j
2000-03-15 01:01:00 EST,+197864+116391j,+8108.12+4668.31j,+615.582+357.774j,+34746.8+13612.2j,+73185.7+64575.6j,+209296+153003j
2000-03-15 02:01:00 EST,+198678+116869j,+8170.52+4704.24j,+622.499+361.794j,+34327.8+13448j,+71905+63445.5j,+208340+152304j
2000-03-15 03:01:00 EST,+202541+119142j,+8579.56+4939.75j,+617.311+358.779j,+34318.5+13444.4j,+72924.7+64345.4j,+212291+155192j
2000-03-15 04:01:00 EST,+215625+126838j,+10094.4+5811.94j,+662.27+384.909j,+36048.5+14122.1j,+77551.2+68427.6j,+232415+169904j
2000-03-15 05:01:00 EST,+240661+141565j,+11834.6+6813.86j,+696.853+405.009j,+40059.7+15693.5j,+91244.8+80510.1j,+270558+197787j
2000-03-15 06:01:00 EST,+280215+164832j,+14474.3+8333.7j,+921.644+535.656j,+49329.7+19325.1j,+116171+102504j,+336551+246030j
2000-03-15 07:01:00 EST,+294194+173055j,+14127.7+8134.12j,+968.332+562.791j,+50471.3+19772.2j,+113564+100204j,+338390+247375j
2000-03-15 08:01:00 EST,+276764+162802j,+12311.2+7088.29j,+859.394+499.477j,+45972.2+18009.7j,+100958+89080.7j,+308966+225865j
2000-03-15 09:01:00 EST,+274092+161230j,+10862.2+6254.02j,+873.228+507.517j,+42013.1+16458.8j,+93824.2+82786.1j,+283791+207461j
2000-03-15 10:01:00 EST,+262628+154487j,+10004.3+5760.05j,+816.165+474.352j,+39296.2+15394.4j,+88046+77687.6j,+263607+192706j
2000-03-15 11:01:00 EST,+258375+151985j,+9432.32+5430.73j,+771.207+448.223j,+36258.9+14204.5j,+82320.2+72635.5j,+248132+181393j
2000-03-15 12:01:00 EST,+253172+148925j,+8879.41+5112.39j,+715.874+416.063j,+33731.9+13214.6j,+78841+69565.5j,+235470+172137j
2000-03-15 13:01:00 EST,+250794+147526j,+8531.03+4911.81j,+676.103+392.949j,+32927.5+12899.4j,+75994.6+67054j,+231863+169500j
2000-03-15 14:01:00 EST,+244908+144064j,+8257.18+4754.13j,+641.52+372.849j,+31568.1+12366.9j,+74120+65400j,+226611+165660j
2000-03-15 15:01:00 EST,+232028+136487j,+8167.05+4702.24j,+653.624+379.884j,+31704+12420.1j,+74036+65325.9j,+227191+166084j
2000-03-15 16:01:00 EST,+236627+139192j,+9077+5226.15j,+691.665+401.994j,+32933+12901.6j,+78861.9+69584.1j,+234505+171431j
2000-03-15 17:01:00 EST,+245165+144215j,+10226.1+5887.78j,+817.894+475.357j,+37450.7+14671.4j,+86444.3+76274.4j,+248711+181816j
2000-03-15 18:01:00 EST,+271973+159984j,+12737.6+7333.78j,+928.561+539.676j,+45679.8+17895.2j,+102758+90668.6j,+294499+215289j
2000-03-15 19:01:00 EST,+286176+168339j,+14552.3+8378.61j,+990.811+575.856j,+49888.4+19543.9j,+114410+100950j,+325794+238167j
2000-03-15 20:01:00 EST,+279960+164682j,+14148.5+8146.09j,+935.478+543.696j,+48517.8+19007j,+111333+98234.9j,+318069+232519j
2000-03-15 21:01:00 EST,+259996+152939j,+12380.6+7128.21j,+878.415+510.532j,+45370.7+17774.1j,+101180+89276.6j,+290989+212723j
2000-03-15 22:01:00 EST,+236960+139388j,+10316.3+5939.67j,+733.165+426.113j,+42134.2+16506.2j,+89601.1+79059.8j,+258626+189065j
2000-03-15 23:01:00 EST,+222462+130860j,+8758.09+5042.53j,+651.895+378.879j,+37575.5+14720.3j,+77090.8+68021.3j,+228222+166838j
2000-03-16 00:01:00 EST,+216658+127446j,+8108.12+4668.31j,+593.103+344.71j,+35134.2+13763.9j,+69250.5+61103.4j,+209982+153504j
2000-03-16 01:01:00 EST,+213263+125449j,+7889.73+4542.57j,+582.728+338.68j,+34888.4+13667.6j,+66831.5+58969j,+204906+149793j
2000-03-16 02:01:00 EST,+215120+126541j,+8154.92+4695.26j,+567.166+329.635j,+35255.2+13811.3j,+67014.5+59130.4j,+206755+151145j
2000-03-16 03:01:00 EST,+216113+127125j,+8732.09+5027.57j,+629.416+365.814j,+36378.1+14251.2j,+68716.6+60632.3j,+214996+157169j
2000-03-16 04:01:00 EST,+228588+134464j,+10130.8+5832.89j,+619.041+359.784j,+38367+15030.4j,+73650.6+64985.8j,+233655+170810j
2000-03-16 05:01:00 EST,+259827+152839j,+12085.9+6958.56j,+688.207+399.984j,+42677.9+16719.2j,+87350.1+77073.6j,+269620+197102j
